date,description,amount,balance,category
2025-06-16,FREELANCE PAYMENT,3834.1,9096.75,income
2025-06-17,SALARY ACME LTD,2591.74,862673.3,income
2025-06-17,STEAM PURCHASE,-210.82,1034599.73,entertainment
2025-06-18,SALARY ACME LTD,9760.11,1100357.95,income
2025-06-18,NANDO'S,-548.32,1464379.34,restaurants
2025-06-18,REFUND,8329.76,1627813.01,income
2025-06-18,STEERS,-950.3,1392948.29,restaurants
2025-06-18,NETFLIX.COM,-385.28,1198622.81,entertainment
2025-06-19,TRANSFER FROM SAVINGS,22074.22,1711339.46,income
2025-06-19,CITY OF CAPE TOWN WATER,-526.59,1687299.17,utilities
2025-06-20,STEAM PURCHASE,-56.58,193229.43,entertainment
2025-06-20,BP FUEL,-205.17,960121.87,transport
2025-06-21,PICK N PAY,-151.41,1216219.64,groceries
2025-06-21,STEERS,-176.58,868491.6,restaurants
2025-06-21,MCDONALDS,-1045.11,1393026.46,restaurants
2025-06-22,STEAM PURCHASE,-605.69,1321301.93,entertainment
2025-06-22,KFC,-1312.68,1027975.7,restaurants
2025-06-23,ELECTRICITY PREPAID,-623.73,1719364.68,utilities
2025-06-23,MCDONALDS,-26.5,1716410.25,restaurants
2025-06-25,SALARY ACME LTD,17289.61,1201465.88,income
2025-06-25,BOLT RIDE,-418.32,1722726.27,transport
2025-06-26,NANDO'S,-153.27,1185132.11,restaurants
2025-06-26,SALARY ACME LTD,5589.22,865837.38,income
2025-06-26,ELECTRICITY PREPAID,-856.51,806443.1,utilities
2025-06-26,WOOLWORTHS,-823.69,1319790.92,groceries
2025-06-26,FREELANCE PAYMENT,6027.22,1606947.15,income
2025-06-27,SHELL PETROL,-376.27,791850.59,transport
2025-06-27,KFC,-1098.93,1087046.78,restaurants
2025-06-27,MCDONALDS,-391.86,901935.66,restaurants
2025-06-27,NETFLIX.COM,-32.53,1336970.91,entertainment
2025-06-28,FREELANCE PAYMENT,9690.01,92696.02,income
2025-06-29,REFUND,23596.13,1541014.69,income
2025-06-29,ELECTRICITY PREPAID,-899.1,1401496.94,utilities
2025-06-30,SPAR,-1324.78,425646.27,groceries
2025-06-30,BP FUEL,-1337.31,578676.35,transport
2025-07-01,STEERS,-556.61,1535256.86,restaurants
2025-07-01,BOLT RIDE,-65.23,576554.03,transport
2025-07-01,KFC,-870.33,817734.62,restaurants
2025-07-02,UBER TRIP,-1352.57,1394547.09,transport
2025-07-03,DSTV,-580.07,1193356.99,entertainment
2025-07-03,PICK N PAY,-215.91,78914.09,groceries
2025-07-03,SHELL PETROL,-781.13,1077831.65,transport
2025-07-03,FREELANCE PAYMENT,22379.1,840113.72,income
2025-07-04,MCDONALDS,-1478.63,1566981.3,restaurants
2025-07-04,NETFLIX.COM,-928.8,1386597.03,entertainment
2025-07-04,FREELANCE PAYMENT,21310.66,545404.08,income
2025-07-04,PICK N PAY,-1495.03,1726023.87,groceries
2025-07-04,BP FUEL,-927.89,404633.49,transport
2025-07-04,SALARY ACME LTD,16652.43,960327.04,income
2025-07-04,CHECKERS,-744.96,1218781.71,groceries
2025-07-04,DSTV,-1442.72,433113.6,entertainment
2025-07-05,STEERS,-986.03,729295.24,restaurants
2025-07-06,TRANSFER FROM SAVINGS,20458.61,312839.86,income
2025-07-06,STEAM PURCHASE,-154.41,1719210.27,entertainment
2025-07-06,DSTV,-229.05,570426.46,entertainment
2025-07-06,VODACOM BILL,-295.53,78824.71,utilities
2025-07-07,TRANSFER FROM SAVINGS,21434.0,1402821.33,income
2025-07-07,BOLT RIDE,-429.87,957592.48,transport
2025-07-07,STEAM PURCHASE,-1137.38,195657.33,entertainment
2025-07-07,NETFLIX.COM,-353.38,860025.74,entertainment
2025-07-08,KFC,-390.29,198008.47,restaurants
2025-07-09,NETFLIX.COM,-1265.55,858347.45,entertainment
2025-07-09,STEERS,-1003.83,1653163.11,restaurants
2025-07-09,STEAM PURCHASE,-372.22,60564.36,entertainment
2025-07-10,SPAR,-686.48,1656863.29,groceries
2025-07-10,ELECTRICITY PREPAID,-618.74,574953.68,utilities
2025-07-10,PICK N PAY,-979.86,881711.4,groceries
2025-07-10,VODACOM BILL,-215.38,890884.85,utilities
2025-07-10,NANDO'S,-288.56,1717559.88,restaurants
2025-07-11,WOOLWORTHS,-85.25,1031280.34,groceries
2025-07-12,BP FUEL,-779.64,888785.49,transport
2025-07-13,UBER TRIP,-1207.9,633931.92,transport
2025-07-13,REFUND,9233.09,865073.43,income
2025-07-13,BOLT RIDE,-1429.63,1390222.23,transport
2025-07-13,SALARY ACME LTD,3587.27,572546.62,income
2025-07-13,STEAM PURCHASE,-723.41,1094528.08,entertainment
2025-07-13,FREELANCE PAYMENT,5964.89,1096334.98,income
2025-07-14,REFUND,10825.89,250901.76,income
2025-07-14,STEERS,-175.75,452425.05,restaurants
2025-07-14,KFC,-813.8,1497827.57,restaurants
2025-07-14,BP FUEL,-958.86,469033.72,transport
2025-07-15,CHECKERS,-1317.96,1296572.97,groceries
2025-07-15,VODACOM BILL,-953.46,1721772.81,utilities
2025-07-15,KFC,-199.95,1465490.74,restaurants
2025-07-15,CITY OF CAPE TOWN WATER,-400.35,1400041.65,utilities
2025-07-15,KFC,-1257.73,194771.39,restaurants
2025-07-15,REFUND,6146.64,1065194.91,income
2025-07-17,NETFLIX.COM,-1173.75,568469.31,entertainment
2025-07-17,STEERS,-588.01,858058.38,restaurants
2025-07-17,MCDONALDS,-428.27,1661102.04,restaurants
2025-07-17,BOLT RIDE,-1146.52,894765.68,transport
2025-07-18,NETFLIX.COM,-1492.88,471354.01,entertainment
2025-07-18,PICK N PAY,-785.38,1086261.4,groceries
2025-07-18,REFUND,22872.33,472846.89,income
2025-07-19,TRANSFER FROM SAVINGS,7895.48,1716277.14,income
2025-07-20,ELECTRICITY PREPAID,-757.44,1092611.03,utilities
2025-07-20,SPAR,-419.59,864462.53,groceries
2025-07-20,BP FUEL,-642.78,224197.61,transport
2025-07-20,NETFLIX.COM,-951.95,570206.86,entertainment
2025-07-20,CITY OF CAPE TOWN WATER,-1143.87,410190.03,utilities
2025-07-21,VODACOM BILL,-69.28,78844.81,utilities
2025-07-22,WOOLWORTHS,-121.39,1517418.56,groceries
2025-07-23,BOLT RIDE,-761.71,1625568.15,transport
2025-07-23,ELECTRICITY PREPAID,-1494.02,705217.62,utilities
2025-07-23,MCDONALDS,-662.67,1091735.18,restaurants
2025-07-24,TRANSFER FROM SAVINGS,22162.06,455275.66,income
2025-07-24,CITY OF CAPE TOWN WATER,-670.69,1018299.65,utilities
2025-07-24,VODACOM BILL,-79.49,765240.55,utilities
2025-07-25,MCDONALDS,-1064.0,1326703.8,restaurants
2025-07-26,UBER TRIP,-1091.27,1217690.44,transport
2025-07-26,ELECTRICITY PREPAID,-249.66,1405622.88,utilities
2025-07-26,CITY OF CAPE TOWN WATER,-1481.13,402862.6,utilities
2025-07-26,SALARY ACME LTD,20149.63,1052012.17,income
2025-07-26,REFUND,17542.91,1481922.25,income
2025-07-26,UBER TRIP,-1025.37,401847.41,transport
2025-07-27,MTN AIRTIME,-373.9,1577694.34,utilities
2025-07-27,MCDONALDS,-1264.32,84381.97,restaurants
2025-07-28,PICK N PAY,-971.43,66374.69,groceries
2025-07-28,MCDONALDS,-1349.98,1723314.52,restaurants
2025-07-31,UBER TRIP,-272.42,839841.3,transport
2025-07-31,SALARY ACME LTD,6032.35,793988.16,income
2025-08-01,SPAR,-27.98,832236.27,groceries
2025-08-02,SALARY ACME LTD,20330.03,238770.55,income
2025-08-02,STEAM PURCHASE,-778.84,1029288.38,entertainment
2025-08-02,CITY OF CAPE TOWN WATER,-1003.95,1321334.09,utilities
2025-08-02,FREELANCE PAYMENT,9008.32,581163.52,income
2025-08-02,MTN AIRTIME,-851.81,1715297.65,utilities
2025-08-03,CHECKERS,-479.75,198398.76,groceries
2025-08-03,SALARY ACME LTD,11116.5,229476.63,income
2025-08-03,BOLT RIDE,-1425.17,905333.78,transport
2025-08-04,UBER TRIP,-840.54,1685986.79,transport
2025-08-04,REFUND,12639.08,1093781.81,income
2025-08-04,PICK N PAY,-313.12,1023277.28,groceries
2025-08-05,WOOLWORTHS,-275.55,858646.39,groceries
2025-08-05,MCDONALDS,-814.37,843757.12,restaurants
2025-08-05,ELECTRICITY PREPAID,-642.61,1576043.94,utilities
2025-08-05,STEERS,-413.34,1093368.47,restaurants
2025-08-06,NETFLIX.COM,-1393.56,1658236.64,entertainment
2025-08-06,MCDONALDS,-873.14,892278.71,restaurants
2025-08-07,WOOLWORTHS,-1352.17,836944.74,groceries
2025-08-08,SPOTIFY,-1185.92,1026789.78,entertainment
2025-08-08,MTN AIRTIME,-1367.98,520408.77,utilities
2025-08-09,SHELL PETROL,-62.59,838768.45,transport
2025-08-09,SPOTIFY,-368.94,1110919.8,entertainment
2025-08-09,MTN AIRTIME,-79.75,705088.96,utilities
2025-08-09,STEERS,-582.2,1078612.78,restaurants
2025-08-09,BOLT RIDE,-798.63,571508.54,transport
2025-08-09,KFC,-1238.72,573659.64,restaurants
2025-08-10,SPOTIFY,-512.75,1691017.82,entertainment
2025-08-11,STEERS,-864.29,1098572.66,restaurants
2025-08-11,SHELL PETROL,-615.51,1469279.5,transport
2025-08-11,NANDO'S,-520.09,1220519.87,restaurants
2025-08-11,FREELANCE PAYMENT,15962.58,1093633.75,income
2025-08-12,REFUND,12101.5,1331261.37,income
2025-08-12,WOOLWORTHS,-252.06,1496538.24,groceries
2025-08-12,FREELANCE PAYMENT,10311.64,816295.79,income
2025-08-12,CHECKERS,-203.07,1689265.24,groceries
2025-08-13,REFUND,13450.39,1367621.93,income
2025-08-13,SPAR,-614.96,1624953.19,groceries
2025-08-13,TRANSFER FROM SAVINGS,10341.43,1138172.63,income
2025-08-13,REFUND,22789.74,662388.72,income
2025-08-13,UBER TRIP,-1108.88,1130414.38,transport
2025-08-15,SPOTIFY,-206.23,870976.03,entertainment
2025-08-16,SPOTIFY,-1083.49,1095251.49,entertainment
2025-08-16,SPOTIFY,-636.29,567062.51,entertainment
2025-08-16,TRANSFER FROM SAVINGS,5441.72,1501979.96,income
2025-08-17,MCDONALDS,-1366.31,907470.55,restaurants
2025-08-17,WOOLWORTHS,-1134.99,1532629.8,groceries
2025-08-17,REFUND,17065.32,1297890.93,income
2025-08-17,UBER TRIP,-296.33,1533764.79,transport
2025-08-17,PICK N PAY,-326.8,60936.58,groceries
2025-08-17,CHECKERS,-421.66,703259.79,groceries
2025-08-18,WOOLWORTHS,-986.33,860493.36,groceries
2025-08-18,CITY OF CAPE TOWN WATER,-1278.93,635139.82,utilities
2025-08-19,DSTV,-1270.81,943674.61,entertainment
2025-08-20,NETFLIX.COM,-563.71,1079194.98,entertainment
2025-08-20,KFC,-1204.33,1187100.15,restaurants
2025-08-20,NETFLIX.COM,-531.3,948543.62,entertainment
2025-08-20,NANDO'S,-1469.74,1128944.64,restaurants
2025-08-21,MTN AIRTIME,-934.66,860130.97,utilities
2025-08-21,ELECTRICITY PREPAID,-321.56,855840.34,utilities
2025-08-21,STEERS,-623.46,958022.35,restaurants
2025-08-21,UBER TRIP,-1467.11,568959.35,transport
2025-08-21,KFC,-1471.84,1659630.2,restaurants
2025-08-21,MTN AIRTIME,-1010.22,1196624.72,utilities
2025-08-21,PICK N PAY,-555.78,1033091.15,groceries
2025-08-21,UBER TRIP,-613.87,885292.49,transport
2025-08-22,MTN AIRTIME,-1418.82,638912.74,utilities
2025-08-22,STEERS,-495.39,704722.23,restaurants
2025-08-22,SALARY ACME LTD,20053.13,218360.13,income
2025-08-22,CHECKERS,-856.41,1322484.52,groceries
2025-08-22,BOLT RIDE,-1071.61,1571877.54,transport
2025-08-23,KFC,-1442.02,1050700.81,restaurants
2025-08-23,WOOLWORTHS,-1073.21,1059976.39,groceries
2025-08-23,SPAR,-453.86,1336517.05,groceries
2025-08-23,UBER TRIP,-938.0,528684.1,transport
2025-08-24,CITY OF CAPE TOWN WATER,-528.8,953379.56,utilities
2025-08-24,ELECTRICITY PREPAID,-1058.46,525208.1,utilities
2025-08-24,VODACOM BILL,-1319.39,1216371.05,utilities
2025-08-25,SALARY ACME LTD,13225.56,1063926.37,income
2025-08-25,PICK N PAY,-23.66,1189092.04,groceries
2025-08-25,VODACOM BILL,-351.32,886966.74,utilities
2025-08-25,STEERS,-974.6,893791.08,restaurants
2025-08-26,ELECTRICITY PREPAID,-1484.57,1033115.16,utilities
2025-08-27,NANDO'S,-1496.89,1398544.76,restaurants
2025-08-27,VODACOM BILL,-875.36,834427.88,utilities
2025-08-27,VODACOM BILL,-658.53,1062121.33,utilities
2025-08-27,STEAM PURCHASE,-1437.48,1467842.02,entertainment
2025-08-30,VODACOM BILL,-797.79,833630.09,utilities
2025-08-30,WOOLWORTHS,-1485.2,82619.74,groceries
2025-08-31,NANDO'S,-683.86,1193937.06,restaurants
2025-08-31,NETFLIX.COM,-700.8,1501279.16,entertainment
2025-08-31,MTN AIRTIME,-622.34,260874.65,utilities
2025-08-31,CITY OF CAPE TOWN WATER,-642.59,1681380.6,utilities
2025-09-01,BOLT RIDE,-614.47,64801.45,transport
2025-09-02,TRANSFER FROM SAVINGS,13862.5,1728586.2,income
2025-09-02,STEERS,-71.58,1465706.31,restaurants
2025-09-02,CHECKERS,-1277.8,949074.92,groceries
2025-09-02,PICK N PAY,-770.66,1602422.75,groceries
2025-09-02,TRANSFER FROM SAVINGS,9174.24,88019.05,income
2025-09-03,UBER TRIP,-980.4,228496.23,transport
2025-09-03,SPAR,-260.27,1540060.44,groceries
2025-09-03,UBER TRIP,-1163.55,1570651.33,transport
2025-09-04,PICK N PAY,-439.19,523372.56,groceries
2025-09-04,CITY OF CAPE TOWN WATER,-247.92,792226.86,utilities
2025-09-04,PICK N PAY,-1436.03,1466373.05,groceries
2025-09-04,PICK N PAY,-576.9,1325027.97,groceries
2025-09-05,SPAR,-886.2,1329567.83,groceries
2025-09-05,PICK N PAY,-1060.38,885906.36,groceries
2025-09-06,KFC,-1322.11,578255.82,restaurants
2025-09-06,BP FUEL,-1274.69,1232912.5,transport
2025-09-06,SPAR,-39.36,864200.73,groceries
2025-09-06,NANDO'S,-882.74,950352.72,restaurants
2025-09-07,UBER TRIP,-1351.54,220632.22,transport
2025-09-07,SALARY ACME LTD,22414.02,682752.96,income
2025-09-07,NETFLIX.COM,-103.56,878195.13,entertainment
2025-09-07,REFUND,24307.65,67346.12,income
2025-09-08,STEAM PURCHASE,-102.29,453038.81,entertainment
2025-09-08,ELECTRICITY PREPAID,-251.83,522855.86,utilities
2025-09-08,UBER TRIP,-1098.93,1325604.87,transport
2025-09-08,SHELL PETROL,-1175.03,577080.79,transport
2025-09-09,MTN AIRTIME,-878.81,81740.93,utilities
2025-09-09,NANDO'S,-491.18,1600919.93,restaurants
2025-09-09,STEERS,-492.14,1640043.96,restaurants
2025-09-09,UBER TRIP,-561.18,1536043.05,transport
2025-09-11,NETFLIX.COM,-1183.82,897532.54,entertainment
2025-09-11,NANDO'S,-119.05,1195032.04,restaurants
2025-09-11,WOOLWORTHS,-412.37,1319378.55,groceries
2025-09-12,BP FUEL,-1326.83,709631.82,transport
2025-09-12,STEERS,-645.26,1328922.57,restaurants
2025-09-13,STEAM PURCHASE,-1173.31,1715103.83,entertainment
2025-09-13,SHELL PETROL,-1356.75,434556.32,transport
2025-09-14,CITY OF CAPE TOWN WATER,-687.32,1320614.61,utilities
2025-09-14,SPAR,-351.07,1081598.67,groceries
2025-09-14,REFUND,5758.62,710958.65,income
2025-09-15,WOOLWORTHS,-50.87,892347.93,groceries
2025-09-16,SPOTIFY,-1010.09,908460.87,entertainment
2025-09-17,WOOLWORTHS,-591.39,952788.17,groceries
2025-09-17,UBER TRIP,-1229.45,224840.39,transport
2025-09-17,SPAR,-1196.81,887318.06,groceries
2025-09-18,BP FUEL,-417.67,1720345.55,transport
2025-09-18,VODACOM BILL,-649.32,861065.63,utilities
2025-09-19,WOOLWORTHS,-1047.71,1400678.8,groceries
2025-09-19,TRANSFER FROM SAVINGS,18837.2,1411573.28,income
2025-09-19,SPOTIFY,-235.42,838296.91,entertainment
2025-09-19,BOLT RIDE,-576.76,959545.11,transport
2025-09-19,STEERS,-697.53,1195716.5,restaurants
2025-09-20,MCDONALDS,-1437.85,519713.07,restaurants
2025-09-20,STEERS,-1428.71,1708381.66,restaurants
2025-09-20,PICK N PAY,-1291.08,1337759.94,groceries
2025-09-20,MTN AIRTIME,-1497.16,1381731.26,utilities
2025-09-20,SHELL PETROL,-422.75,489395.38,transport
2025-09-22,SPAR,-1290.87,1404332.01,groceries
2025-09-23,TRANSFER FROM SAVINGS,23575.42,1681354.84,income
2025-09-23,SALARY ACME LTD,22447.07,705200.03,income
2025-09-23,SPAR,-259.93,734764.24,groceries
2025-09-24,NETFLIX.COM,-1141.32,1052142.83,entertainment
2025-09-24,SHELL PETROL,-836.34,193935.05,transport
2025-09-24,CHECKERS,-169.93,1723144.59,groceries
2025-09-25,MCDONALDS,-1294.51,1682023.19,restaurants
2025-09-25,MCDONALDS,-37.71,718937.61,restaurants
2025-09-26,STEERS,-160.48,1077671.17,restaurants
2025-09-26,SPOTIFY,-1481.68,1281435.43,entertainment
2025-09-26,VODACOM BILL,-471.0,1709810.37,utilities
2025-09-27,CHECKERS,-986.19,1387717.07,groceries
2025-09-28,NETFLIX.COM,-204.65,580958.87,entertainment
2025-09-28,STEERS,-290.38,1392736.08,restaurants
2025-09-29,PICK N PAY,-1402.5,1396707.12,groceries
2025-09-29,STEAM PURCHASE,-338.67,490907.5,entertainment
2025-09-30,MCDONALDS,-471.84,1686827.33,restaurants
2025-09-30,BOLT RIDE,-1077.84,406804.94,transport
2025-09-30,SPAR,-826.85,859666.51,groceries
2025-10-01,CITY OF CAPE TOWN WATER,-62.66,1571814.88,utilities
2025-10-01,SPOTIFY,-841.93,21027.42,entertainment
2025-10-01,WOOLWORTHS,-92.38,1499677.69,groceries
2025-10-01,SPAR,-1157.89,626191.22,groceries
2025-10-02,FREELANCE PAYMENT,13604.86,1693326.71,income
2025-10-02,BP FUEL,-505.11,1396494.58,transport
2025-10-02,REFUND,6536.54,1323225.83,income
2025-10-03,DSTV,-1088.53,895912.2,entertainment
2025-10-03,TRANSFER FROM SAVINGS,14995.1,123171.45,income
2025-10-03,TRANSFER FROM SAVINGS,2898.21,240075.87,income
2025-10-03,REFUND,20226.95,1469895.01,income
2025-10-04,BP FUEL,-787.56,1188304.48,transport
2025-10-04,VODACOM BILL,-1243.56,405561.38,utilities
2025-10-04,WOOLWORTHS,-758.36,731363.99,groceries
2025-10-04,SPAR,-768.92,1018970.34,groceries
2025-10-05,UBER TRIP,-343.93,1381387.33,transport
2025-10-05,DSTV,-1146.19,1397398.57,entertainment
2025-10-05,MTN AIRTIME,-436.84,1215782.8,utilities
2025-10-05,CITY OF CAPE TOWN WATER,-290.49,521150.92,utilities
2025-10-06,UBER TRIP,-745.77,85646.29,transport
2025-10-06,SPAR,-458.95,805984.15,groceries
2025-10-06,KFC,-1491.3,882691.26,restaurants
2025-10-06,STEAM PURCHASE,-460.92,4539.08,entertainment
2025-10-06,BP FUEL,-1254.27,1383609.53,transport
2025-10-07,NANDO'S,-451.44,1111288.74,restaurants
2025-10-07,SHELL PETROL,-138.33,792474.78,transport
2025-10-08,STEERS,-1130.33,1366491.6,restaurants
2025-10-08,VODACOM BILL,-881.28,641202.33,utilities
2025-10-09,WOOLWORTHS,-203.14,572412.49,groceries
2025-10-09,DSTV,-1091.9,1089070.44,entertainment
2025-10-09,REFUND,20629.12,1436949.17,income
2025-10-09,CHECKERS,-191.24,1387525.83,groceries
2025-10-09,FREELANCE PAYMENT,18743.96,190109.24,income
2025-10-10,CHECKERS,-219.42,810357.51,groceries
2025-10-10,TRANSFER FROM SAVINGS,4170.54,1053284.15,income
2025-10-10,PICK N PAY,-174.35,334452.11,groceries
2025-10-11,NETFLIX.COM,-51.03,7381.51,entertainment
2025-10-12,BP FUEL,-293.94,122877.51,transport
2025-10-12,STEAM PURCHASE,-1175.76,1536604.23,entertainment
2025-10-12,NETFLIX.COM,-75.83,838831.04,entertainment
2025-10-14,STEAM PURCHASE,-733.21,572307.17,entertainment
2025-10-15,SHELL PETROL,-1204.48,1577539.64,transport
2025-10-15,TRANSFER FROM SAVINGS,18472.31,1592668.57,income
2025-10-15,TRANSFER FROM SAVINGS,11492.64,202552.44,income
2025-10-16,MTN AIRTIME,-1337.06,807927.5,utilities
2025-10-16,SHELL PETROL,-713.05,862004.59,transport
2025-10-16,MCDONALDS,-1123.13,1716436.75,restaurants
2025-10-17,MCDONALDS,-952.66,226567.88,restaurants
2025-10-17,BP FUEL,-142.56,1450507.99,transport
2025-10-17,DSTV,-1261.62,1082372.61,entertainment
2025-10-17,KFC,-1365.33,1396033.24,restaurants
2025-10-18,WOOLWORTHS,-1475.38,885096.46,groceries
2025-10-18,SPAR,-840.8,1335676.25,groceries
2025-10-18,SPOTIFY,-115.23,1539803.68,entertainment
2025-10-19,CHECKERS,-814.28,870161.75,groceries
2025-10-19,TRANSFER FROM SAVINGS,16735.61,719995.4,income
2025-10-20,ELECTRICITY PREPAID,-701.4,623755.43,utilities
2025-10-20,NETFLIX.COM,-1036.32,1498641.37,entertainment
2025-10-20,UBER TRIP,-935.22,1517539.95,transport
2025-10-21,KFC,-806.94,1452073.5,restaurants
2025-10-21,REFUND,19850.6,1083813.72,income
2025-10-22,SALARY ACME LTD,24415.24,1221039.96,income
2025-10-22,SPAR,-1429.47,573524.21,groceries
2025-10-23,FREELANCE PAYMENT,24003.24,292654.55,income
2025-10-23,NETFLIX.COM,-733.42,1409652.86,entertainment
2025-10-23,PICK N PAY,-1357.49,1200108.39,groceries
2025-10-24,UBER TRIP,-728.09,577948.26,transport
2025-10-24,MCDONALDS,-40.44,1713212.64,restaurants
2025-10-24,SPAR,-756.5,1337003.44,groceries
2025-10-25,SALARY ACME LTD,3095.57,198307.0,income
2025-10-25,BOLT RIDE,-869.32,191059.8,transport
2025-10-25,TRANSFER FROM SAVINGS,6925.51,1658403.85,income
2025-10-26,DSTV,-134.69,864240.09,entertainment
2025-10-26,NETFLIX.COM,-296.85,864165.68,entertainment
2025-10-26,PICK N PAY,-411.12,1194620.92,groceries
2025-10-27,BP FUEL,-88.18,1307673.8,transport
2025-10-27,SHELL PETROL,-1284.69,1519433.79,transport
2025-10-27,MCDONALDS,-608.09,1395186.95,restaurants
2025-10-27,VODACOM BILL,-229.58,1535813.47,utilities
2025-10-28,STEAM PURCHASE,-498.68,571158.81,entertainment
2025-10-28,TRANSFER FROM SAVINGS,8155.35,1604312.15,income
2025-10-28,PICK N PAY,-640.49,7432.54,groceries
2025-10-28,BOLT RIDE,-403.94,636418.75,transport
2025-10-29,CHECKERS,-545.14,1097470.93,groceries
2025-10-29,FREELANCE PAYMENT,19403.69,390925.58,income
2025-10-30,CHECKERS,-417.75,1033092.47,groceries
2025-10-30,BOLT RIDE,-1463.73,863609.7,transport
2025-10-30,PICK N PAY,-1207.45,1031885.02,groceries
2025-10-30,STEERS,-632.85,605926.03,restaurants
2025-10-30,MCDONALDS,-380.13,1714723.7,restaurants
2025-10-30,KFC,-1300.47,703421.76,restaurants
2025-10-31,STEAM PURCHASE,-525.64,573134.0,entertainment
2025-10-31,KFC,-781.74,1676784.09,restaurants
2025-11-01,ELECTRICITY PREPAID,-1177.28,1064017.63,utilities
2025-11-02,BP FUEL,-608.83,398348.36,transport
2025-11-02,WOOLWORTHS,-979.73,574898.36,groceries
2025-11-02,REFUND,24893.46,910185.95,income
2025-11-02,ELECTRICITY PREPAID,-278.02,724476.45,utilities
2025-11-02,CHECKERS,-744.57,858921.94,groceries
2025-11-03,CHECKERS,-295.31,842718.59,groceries
2025-11-04,SHELL PETROL,-1439.05,352554.6,transport
2025-11-04,STEERS,-445.9,195211.43,restaurants
2025-11-05,MTN AIRTIME,-1110.36,625080.86,utilities
2025-11-05,ELECTRICITY PREPAID,-235.44,642083.61,utilities
2025-11-05,DSTV,-828.49,1093699.59,entertainment
2025-11-05,MTN AIRTIME,-625.6,1714672.05,utilities
2025-11-05,REFUND,23250.14,356966.76,income
2025-11-06,FREELANCE PAYMENT,11549.51,262321.13,income
2025-11-06,NETFLIX.COM,-1206.5,899849.21,entertainment
2025-11-06,BP FUEL,-1289.97,1050164.19,transport
2025-11-06,BP FUEL,-767.93,1541758.2,transport
2025-11-07,MCDONALDS,-1425.85,1355668.27,restaurants
2025-11-07,NANDO'S,-777.97,877417.16,restaurants
2025-11-07,CITY OF CAPE TOWN WATER,-899.32,1725124.55,utilities
2025-11-07,NANDO'S,-607.86,1186492.29,restaurants
2025-11-07,STEERS,-222.51,1397176.41,restaurants
2025-11-07,SHELL PETROL,-929.66,398957.19,transport
2025-11-08,DSTV,-437.72,661624.92,entertainment
2025-11-08,MTN AIRTIME,-563.08,1464927.66,utilities
2025-11-09,MTN AIRTIME,-287.05,1033510.22,utilities
2025-11-09,STEERS,-317.86,1388703.26,restaurants
2025-11-10,MCDONALDS,-1089.93,1538970.51,restaurants
2025-11-10,TRANSFER FROM SAVINGS,9371.07,579577.93,income
2025-11-11,CHECKERS,-338.99,1031546.03,groceries
2025-11-12,UBER TRIP,-1461.71,141687.51,transport
2025-11-13,SHELL PETROL,-1324.4,354144.83,transport
2025-11-13,ELECTRICITY PREPAID,-293.04,85609.68,utilities
2025-11-14,SHELL PETROL,-330.64,809525.62,transport
2025-11-14,BOLT RIDE,-847.07,1537779.99,transport
2025-11-14,FREELANCE PAYMENT,2154.33,5942.64,income
2025-11-15,KFC,-1012.68,1340671.66,restaurants
2025-11-15,TRANSFER FROM SAVINGS,3440.76,861499.14,income
2025-11-15,STEAM PURCHASE,-298.76,191929.12,entertainment
2025-11-16,STEERS,-1259.6,1197363.21,restaurants
2025-11-17,BOLT RIDE,-414.94,260459.71,transport
2025-11-19,VODACOM BILL,-48.53,1062779.86,utilities
2025-11-19,PICK N PAY,-723.31,1319587.3,groceries
2025-11-19,WOOLWORTHS,-544.39,1155511.1,groceries
2025-11-19,BOLT RIDE,-45.75,871182.26,transport
2025-11-20,SALARY ACME LTD,5462.4,954006.02,income
2025-11-20,UBER TRIP,-257.76,1538712.75,transport
2025-11-20,DSTV,-305.83,867615.15,entertainment
2025-11-20,VODACOM BILL,-1183.07,886571.84,utilities
2025-11-20,NANDO'S,-624.48,572899.73,restaurants
2025-11-21,VODACOM BILL,-1225.96,408497.54,utilities
2025-11-21,MTN AIRTIME,-1483.15,1626329.86,utilities
2025-11-21,SHELL PETROL,-1057.11,1199008.09,transport
2025-11-22,NANDO'S,-90.61,1500019.65,restaurants
2025-11-22,STEAM PURCHASE,-249.58,1499770.07,entertainment
2025-11-22,STEAM PURCHASE,-75.87,1136063.49,entertainment
2025-11-22,WOOLWORTHS,-151.18,353993.65,groceries
2025-11-23,BOLT RIDE,-1123.54,1467809.08,transport
2025-11-23,KFC,-434.78,1691530.57,restaurants
2025-11-23,VODACOM BILL,-1489.64,1589205.02,utilities
2025-11-24,BOLT RIDE,-69.5,1059048.27,transport
2025-11-24,NANDO'S,-1494.43,63307.02,restaurants
2025-11-25,KFC,-1097.98,1062828.39,restaurants
2025-11-25,FREELANCE PAYMENT,21786.6,334626.46,income
2025-11-25,SHELL PETROL,-452.83,887754.91,transport
2025-11-25,BP FUEL,-1466.29,268651.31,transport
2025-11-26,UBER TRIP,-350.54,521441.41,transport
2025-11-26,REFUND,3953.12,43038.47,income
2025-11-26,SHELL PETROL,-934.43,838906.87,transport
2025-11-26,NANDO'S,-21.65,85902.72,restaurants
2025-11-26,BP FUEL,-1118.74,1603193.41,transport
2025-11-26,UBER TRIP,-316.95,572095.54,transport
2025-11-27,SALARY ACME LTD,20003.98,110975.07,income
