date,transaction_type,description,amount,balance,category
2024-03-01,EFT,PICK N PAY ONLINE 47090,-1230.66,3461450.72,groceries
2024-03-01,ONLINE PAYMENT,KFC ONLINE 10263,-1751.07,1402814.1,restaurants
2024-03-01,ONLINE PAYMENT,SPAR 85619 ZA,-1169.55,1201129.66,groceries
2024-03-02,ATM WITHDRAWAL,NANDOS CPT 29661086,-1617.71,1143304.02,restaurants
2024-03-02,POS,SPOTIFY ONLINE 98714647,-344.69,3421378.3,entertainment
2024-03-02,CARD PURCHASE,MCDONALDS CPT 6698069,-378.13,2636573.01,restaurants
2024-03-02,EFT,MAKRO CPT 96999,-948.17,1054596.28,shopping
2024-03-02,ATM WITHDRAWAL,KFC CPT 61097979,-463.71,497721.38,restaurants
2024-03-02,POS,BOLT 9735 ZA,-1579.14,1914039.5,transport
2024-03-02,POS,PICK N PAY CPT 85761,-1802.75,2076379.51,groceries
2024-03-02,ATM WITHDRAWAL,UBER CPT 27587474,-1526.2,3374516.53,transport
2024-03-03,POS,NETFLIX STORE 0642942,-683.75,3443889.01,entertainment
2024-03-03,CARD PURCHASE,TELKOM 6474 ZA,-681.78,3456441.68,utilities
2024-03-03,ONLINE PAYMENT,MCDONALDS ONLINE 26137793,-1742.96,1525368.67,restaurants
2024-03-03,POS,CITY OF CAPE TOWN *586137,-1624.06,3457572.63,utilities
2024-03-03,POS,MCDONALDS *8121520,-1822.48,3376341.87,restaurants
2024-03-03,CARD PURCHASE,SHELL 79314061 ZA,-821.03,445008.47,transport
2024-03-03,DEBIT ORDER,BANK INTEREST,23992.01,3356439.83,income
2024-03-03,EFT,NETFLIX 6580 ZA,-1961.34,2274915.44,entertainment
2024-03-03,EFT,TELKOM *0604691,-1436.29,3010825.54,utilities
2024-03-03,EFT,VODACOM *556617,-1721.63,421644.02,utilities
2024-03-03,EFT,SALARY ACME LTD,11224.06,334391.17,income
2024-03-04,CARD PURCHASE,SPAR CPT 4466,-572.74,1587864.54,groceries
2024-03-04,ATM WITHDRAWAL,SHELL CPT 4789,-212.78,1092090.94,transport
2024-03-04,ATM WITHDRAWAL,BANK INTEREST,27880.87,987602.5,income
2024-03-04,DEBIT ORDER,BOLT CPT 19640327,-1246.1,1690744.36,transport
2024-03-04,ONLINE PAYMENT,AMAZON STORE 178470,-191.36,2834922.85,shopping
2024-03-04,POS,SALARY ACME LTD,12376.13,1973700.64,income
2024-03-05,POS,SPOTIFY 73351962 ZA,-640.15,1264735.22,entertainment
2024-03-05,DEBIT ORDER,CITY OF CAPE TOWN 8631 ZA,-1475.21,2343843.31,utilities
2024-03-05,EFT,KFC STORE 3281764,-391.05,2230857.89,restaurants
2024-03-05,POS,AMAZON CPT 2273,-1039.17,803632.89,shopping
2024-03-05,ATM WITHDRAWAL,CITY OF CAPE TOWN ONLINE 684562,-1931.4,50848.24,utilities
2024-03-05,ATM WITHDRAWAL,NETFLIX 8380546 ZA,-1182.89,746548.21,entertainment
2024-03-05,EFT,GAME *485388,-907.46,2018655.7,shopping
2024-03-05,POS,BANK INTEREST,22175.35,1627978.34,income
2024-03-06,POS,CHECKERS *60692306,-911.5,1514919.24,groceries
2024-03-06,ONLINE PAYMENT,STEERS CPT 56235,-1909.06,593626.12,restaurants
2024-03-06,ONLINE PAYMENT,SPOTIFY CPT 83135499,-1567.56,824694.88,entertainment
2024-03-06,ONLINE PAYMENT,VODACOM CPT 88403169,-396.43,3422612.61,utilities
2024-03-06,ATM WITHDRAWAL,SPOTIFY 429705 ZA,-1144.38,3448597.83,entertainment
2024-03-06,POS,MAKRO STORE 03778382,-644.12,1448125.16,shopping
2024-03-07,CARD PURCHASE,MTN STORE 91371,-735.32,3527607.43,utilities
2024-03-07,EFT,SALARY ACME LTD,6912.45,1828133.46,income
2024-03-07,EFT,BANK INTEREST,12667.08,3433503.61,income
2024-03-07,DEBIT ORDER,BP STORE 9058187,-1462.71,1280432.18,transport
2024-03-07,ONLINE PAYMENT,BP *53643854,-1375.98,2593492.2,transport
2024-03-07,ATM WITHDRAWAL,MAKRO *45684,-1257.55,2321377.31,shopping
2024-03-07,DEBIT ORDER,GAME *23299,-809.24,2278373.98,shopping
2024-03-07,CARD PURCHASE,CITY OF CAPE TOWN 04217075 ZA,-1116.93,3131941.99,utilities
2024-03-08,POS,TELKOM CPT 6390,-133.65,2598442.25,utilities
2024-03-08,ATM WITHDRAWAL,MAKRO ONLINE 7214,-236.95,3427230.32,shopping
2024-03-08,POS,BOLT ONLINE 012006,-565.77,3459585.47,transport
2024-03-08,CARD PURCHASE,TELKOM STORE 1882,-215.93,1514703.31,utilities
2024-03-09,CARD PURCHASE,SPAR CPT 3206,-1349.27,1686515.13,groceries
2024-03-09,DEBIT ORDER,WOOLWORTHS *97139708,-577.5,2021242.61,groceries
2024-03-09,EFT,AMAZON 765011 ZA,-1590.5,1745871.48,shopping
2024-03-09,EFT,SPOTIFY 0885 ZA,-1932.07,1141685.01,entertainment
2024-03-09,ATM WITHDRAWAL,VODACOM ONLINE 19518948,-246.98,3125401.26,utilities
2024-03-09,ONLINE PAYMENT,MAKRO *4652,-569.36,2074491.12,shopping
2024-03-10,EFT,NETFLIX *518561,-400.76,2754432.45,entertainment
2024-03-10,CARD PURCHASE,KFC 877530 ZA,-107.11,2161563.24,restaurants
2024-03-10,DEBIT ORDER,VODACOM *25161712,-1549.59,3070924.01,utilities
2024-03-10,DEBIT ORDER,FREELANCE CLIENT,28010.59,3075352.36,income
2024-03-10,ATM WITHDRAWAL,TELKOM 282631 ZA,-33.98,1986940.91,utilities
2024-03-11,ATM WITHDRAWAL,SPOTIFY 2220586 ZA,-932.17,708625.94,entertainment
2024-03-11,ONLINE PAYMENT,TELKOM ONLINE 59234704,-625.24,3336630.54,utilities
2024-03-11,EFT,BP STORE 9743877,-1106.15,3445538.52,transport
2024-03-11,ONLINE PAYMENT,STEAM CPT 45068,-1543.23,2015185.14,entertainment
2024-03-12,CARD PURCHASE,TAKEALOT *7389,-490.47,3214255.73,shopping
2024-03-12,EFT,BANK INTEREST,24844.01,854362.55,income
2024-03-12,DEBIT ORDER,BANK INTEREST,8980.56,300538.74,income
2024-03-12,DEBIT ORDER,WOOLWORTHS CPT 2693,-1256.04,2000656.97,groceries
2024-03-12,EFT,BOLT STORE 13009543,-269.68,2327253.75,transport
2024-03-13,CARD PURCHASE,NANDOS *50002921,-362.89,2956265.7,restaurants
2024-03-13,DEBIT ORDER,MAKRO 42911697 ZA,-496.22,1590247.06,shopping
2024-03-13,CARD PURCHASE,VODACOM STORE 35017,-1803.0,852559.55,utilities
2024-03-13,ONLINE PAYMENT,VODACOM 2627 ZA,-78.96,2771793.88,utilities
2024-03-13,CARD PURCHASE,MCDONALDS *30057379,-1643.47,2003575.25,restaurants
2024-03-14,DEBIT ORDER,UBER ONLINE 421305,-149.02,3375710.01,transport
2024-03-14,DEBIT ORDER,TELKOM 1411 ZA,-330.3,2530116.69,utilities
2024-03-14,DEBIT ORDER,FREELANCE CLIENT,7544.67,3528342.75,income
2024-03-14,CARD PURCHASE,MTN ONLINE 2766845,-100.08,3114245.0,utilities
2024-03-15,ONLINE PAYMENT,SPOTIFY *3818,-119.37,2771674.51,entertainment
2024-03-15,ATM WITHDRAWAL,PICK N PAY STORE 1259263,-1571.39,976604.72,groceries
2024-03-15,EFT,MCDONALDS CPT 48130773,-727.74,3417900.24,restaurants
2024-03-15,ONLINE PAYMENT,KFC CPT 1020888,-227.44,2265464.77,restaurants
2024-03-16,EFT,PICK N PAY *0101293,-1773.15,3431307.1,groceries
2024-03-16,ONLINE PAYMENT,TELKOM STORE 66052,-591.4,2994050.07,utilities
2024-03-16,POS,CHECKERS ONLINE 469912,-599.56,1542809.27,groceries
2024-03-16,ONLINE PAYMENT,SHELL STORE 89460185,-1554.85,2803738.99,transport
2024-03-16,DEBIT ORDER,WOOLWORTHS ONLINE 507812,-706.34,1996746.77,groceries
2024-03-16,ONLINE PAYMENT,BP *8119282,-798.03,1749156.08,transport
2024-03-17,CARD PURCHASE,SPOTIFY *61717760,-215.11,1591295.89,entertainment
2024-03-17,CARD PURCHASE,SPAR ONLINE 38927,-1563.46,247589.56,groceries
2024-03-17,ATM WITHDRAWAL,STEAM *46878,-419.95,1822519.01,entertainment
2024-03-17,ONLINE PAYMENT,SALARY ACME LTD,8874.48,3226255.7,income
2024-03-17,DEBIT ORDER,MAKRO CPT 6069,-357.22,3428470.11,shopping
2024-03-18,DEBIT ORDER,FREELANCE CLIENT,10189.37,3373288.11,income
2024-03-18,POS,CITY OF CAPE TOWN *2470113,-848.32,2524342.83,utilities
2024-03-18,ATM WITHDRAWAL,TELKOM ONLINE 129354,-901.45,1092303.72,utilities
2024-03-18,EFT,TELKOM *63568,-674.25,777475.67,utilities
2024-03-18,CARD PURCHASE,FREELANCE CLIENT,29362.54,3291997.24,income
2024-03-19,ONLINE PAYMENT,SPOTIFY *99954139,-1529.77,33392.99,entertainment
2024-03-19,POS,GAME 63709147 ZA,-1156.44,2328088.38,shopping
2024-03-19,DEBIT ORDER,TAKEALOT STORE 74063,-1704.21,1584203.83,shopping
2024-03-19,CARD PURCHASE,SALARY ACME LTD,17542.96,1331762.66,income
2024-03-19,DEBIT ORDER,NANDOS ONLINE 8412695,-453.54,3418627.98,restaurants
2024-03-19,EFT,BP ONLINE 98806481,-166.8,2958733.92,transport
2024-03-19,CARD PURCHASE,MAKRO 4892405 ZA,-1420.19,2972841.51,shopping
2024-03-20,CARD PURCHASE,MTN CPT 88970,-205.48,2593215.47,utilities
2024-03-20,POS,BP ONLINE 81055292,-1188.87,1994287.59,transport
2024-03-20,CARD PURCHASE,STEAM ONLINE 34819,-434.87,1530820.01,entertainment
2024-03-20,DEBIT ORDER,WOOLWORTHS ONLINE 313428,-190.04,3304979.53,groceries
2024-03-21,EFT,MAKRO *4289062,-1505.53,2266776.95,shopping
2024-03-21,POS,GAME *543973,-1550.26,3500654.26,shopping
2024-03-21,ONLINE PAYMENT,SHELL *61708003,-1551.19,211961.72,transport
2024-03-22,DEBIT ORDER,BANK INTEREST,7999.95,1396713.69,income
2024-03-22,CARD PURCHASE,TAKEALOT ONLINE 566474,-843.73,254572.24,shopping
2024-03-22,CARD PURCHASE,BANK INTEREST,18698.57,650513.03,income
2024-03-22,ONLINE PAYMENT,SPAR 5827045 ZA,-931.09,3155517.74,groceries
2024-03-22,ATM WITHDRAWAL,TELKOM CPT 8623,-1158.68,601897.76,utilities
2024-03-23,ATM WITHDRAWAL,CITY OF CAPE TOWN *07096291,-1404.58,973106.8,utilities
2024-03-23,ATM WITHDRAWAL,CHECKERS 03512 ZA,-1226.81,1182133.85,groceries
2024-03-24,POS,STEAM *009280,-103.34,1835104.9,entertainment
2024-03-24,ATM WITHDRAWAL,CITY OF CAPE TOWN *899197,-349.44,762696.62,utilities
2024-03-24,POS,TELKOM 3790 ZA,-1143.63,1144012.83,utilities
2024-03-24,DEBIT ORDER,VODACOM STORE 8009725,-1371.03,759498.18,utilities
2024-03-24,ATM WITHDRAWAL,STEERS ONLINE 31549976,-1274.53,1587080.11,restaurants
2024-03-24,EFT,WOOLWORTHS 59376090 ZA,-181.35,1652263.97,groceries
2024-03-25,ONLINE PAYMENT,SHELL CPT 21206913,-915.31,1548505.74,transport
2024-03-25,CARD PURCHASE,NETFLIX CPT 384206,-258.05,3362461.75,entertainment
2024-03-25,ONLINE PAYMENT,BANK INTEREST,12296.78,2600579.08,income
2024-03-25,ATM WITHDRAWAL,SPOTIFY CPT 5304,-1435.86,747731.1,entertainment
2024-03-25,ATM WITHDRAWAL,FREELANCE CLIENT,19910.27,2450493.99,income
2024-03-25,CARD PURCHASE,FREELANCE CLIENT,23785.75,278357.99,income
2024-03-25,EFT,FREELANCE CLIENT,25299.72,1141738.89,income
2024-03-25,ONLINE PAYMENT,DSTV STORE 36772203,-177.62,1061586.81,entertainment
2024-03-25,CARD PURCHASE,BOLT ONLINE 87001,-827.44,3431568.24,transport
2024-03-26,CARD PURCHASE,CHECKERS 40863 ZA,-843.05,605860.94,groceries
2024-03-26,DEBIT ORDER,AMAZON *3465237,-1824.79,2832982.68,shopping
2024-03-26,ATM WITHDRAWAL,KFC CPT 24386595,-1277.72,2682050.75,restaurants
2024-03-26,EFT,FREELANCE CLIENT,7535.52,2962762.76,income
2024-03-26,DEBIT ORDER,CHECKERS *89103,-981.57,30598.69,groceries
2024-03-26,DEBIT ORDER,MAKRO STORE 976532,-395.75,1143617.08,shopping
2024-03-27,ONLINE PAYMENT,NANDOS STORE 1436233,-1705.48,790406.26,restaurants
2024-03-28,POS,MAKRO *11948,-761.81,598891.64,shopping
2024-03-28,DEBIT ORDER,CITY OF CAPE TOWN *00106,-824.17,1405077.49,utilities
2024-03-28,ATM WITHDRAWAL,SHELL STORE 35017753,-1102.33,3332937.42,transport
2024-03-28,ONLINE PAYMENT,BOLT STORE 65990,-117.35,3024814.64,transport
2024-03-28,ONLINE PAYMENT,DSTV 33602 ZA,-1634.71,1981946.11,entertainment
2024-03-29,ONLINE PAYMENT,CITY OF CAPE TOWN CPT 6498256,-1175.63,1515580.8,utilities
2024-03-29,ATM WITHDRAWAL,TELKOM ONLINE 44498308,-334.65,1546255.41,utilities
2024-03-29,DEBIT ORDER,MAKRO 8634410 ZA,-1857.35,1823422.75,shopping
2024-03-29,POS,NANDOS ONLINE 8939,-1328.16,1648104.3,restaurants
2024-03-29,DEBIT ORDER,FREELANCE CLIENT,25642.63,384774.81,income
2024-03-29,DEBIT ORDER,MAKRO *12711537,-1810.26,693811.32,shopping
2024-03-29,CARD PURCHASE,SHELL STORE 9936447,-75.51,3448732.78,transport
2024-03-29,EFT,KFC 13022 ZA,-433.18,3448808.29,restaurants
2024-03-29,POS,GAME CPT 9303,-952.3,3427467.27,shopping
2024-03-30,DEBIT ORDER,FREELANCE CLIENT,21527.46,1163561.44,income
2024-03-30,EFT,DSTV ONLINE 809812,-1817.9,3121186.78,entertainment
2024-03-30,POS,BANK INTEREST,5507.12,2019621.17,income
2024-03-30,DEBIT ORDER,MCDONALDS STORE 119693,-1816.12,3435673.64,restaurants
2024-03-30,CARD PURCHASE,NETFLIX CPT 02500780,-1929.25,2994641.47,entertainment
2024-03-31,ATM WITHDRAWAL,TELKOM STORE 7536157,-1004.7,2807770.49,utilities
2024-03-31,CARD PURCHASE,TAKEALOT STORE 755718,-1827.01,1962235.05,shopping
2024-03-31,CARD PURCHASE,MAKRO ONLINE 55204974,-1959.17,746184.63,shopping
2024-03-31,ATM WITHDRAWAL,GAME 649210 ZA,-1319.08,891686.01,shopping
2024-03-31,CARD PURCHASE,KFC ONLINE 5843240,-1393.96,1281894.89,restaurants
2024-03-31,POS,SPOTIFY CPT 88951,-1193.19,206821.44,entertainment
2024-03-31,POS,NANDOS ONLINE 880251,-1787.23,1401026.87,restaurants
2024-03-31,ATM WITHDRAWAL,BANK INTEREST,28209.66,2202948.48,income
2024-04-01,DEBIT ORDER,BANK INTEREST,24130.91,2827869.9,income
2024-04-01,EFT,STEAM *4011,-1491.23,1517141.12,entertainment
2024-04-01,ONLINE PAYMENT,TELKOM CPT 64928,-1587.57,3026191.7,utilities
2024-04-01,EFT,FREELANCE CLIENT,16630.74,2686468.74,income
2024-04-01,POS,MTN ONLINE 0431605,-1930.8,482703.84,utilities
2024-04-01,DEBIT ORDER,CITY OF CAPE TOWN *80367,-1188.82,417747.8,utilities
2024-04-01,EFT,BP *759778,-1684.24,2745113.89,transport
2024-04-01,DEBIT ORDER,FREELANCE CLIENT,6734.96,438218.96,income
2024-04-01,CARD PURCHASE,SPAR 3500144 ZA,-1837.74,129312.93,groceries
2024-04-01,EFT,DSTV *1648,-620.5,2703677.71,entertainment
2024-04-01,EFT,BP ONLINE 955944,-994.27,437224.69,transport
2024-04-02,EFT,NETFLIX STORE 2548685,-936.56,1927949.23,entertainment
2024-04-02,DEBIT ORDER,AMAZON ONLINE 162238,-50.71,758053.58,shopping
2024-04-02,ONLINE PAYMENT,FREELANCE CLIENT,25152.12,687236.28,income
2024-04-02,EFT,GAME STORE 71345,-1153.4,2718508.2,shopping
2024-04-02,ATM WITHDRAWAL,STEAM CPT 9846,-1949.86,1364697.17,entertainment
2024-04-02,ATM WITHDRAWAL,STEAM 5094647 ZA,-1486.97,3431079.49,entertainment
2024-04-03,CARD PURCHASE,BOLT 42398300 ZA,-1701.58,3129551.94,transport
2024-04-03,CARD PURCHASE,BP *237378,-535.11,41039.05,transport
2024-04-03,CARD PURCHASE,STEAM CPT 633841,-165.38,2800085.75,entertainment
2024-04-04,EFT,WOOLWORTHS STORE 72342207,-1171.9,1546144.97,groceries
2024-04-04,POS,BOLT 62201 ZA,-1241.43,293112.22,transport
2024-04-05,ATM WITHDRAWAL,FREELANCE CLIENT,27369.82,1551179.16,income
2024-04-05,CARD PURCHASE,WOOLWORTHS 237184 ZA,-1594.43,3146074.18,groceries
2024-04-05,EFT,AMAZON STORE 56321313,-1321.47,151989.01,shopping
2024-04-05,CARD PURCHASE,UBER STORE 09928856,-1713.09,3419886.59,transport
2024-04-05,EFT,NANDOS ONLINE 6807420,-1343.07,50590.03,restaurants
2024-04-05,ATM WITHDRAWAL,UBER CPT 10646,-1017.86,3365652.88,transport
2024-04-06,ONLINE PAYMENT,MAKRO ONLINE 8907,-58.4,323167.11,shopping
2024-04-06,DEBIT ORDER,NETFLIX ONLINE 296280,-1191.22,1967672.02,entertainment
2024-04-06,POS,GAME *59849145,-1669.25,1962162.84,shopping
2024-04-06,CARD PURCHASE,WOOLWORTHS ONLINE 99309,-898.73,2279183.22,groceries
2024-04-06,POS,TELKOM STORE 8538,-419.07,2301823.63,utilities
2024-04-06,DEBIT ORDER,SPAR 25430 ZA,-235.1,603056.44,groceries
2024-04-07,ATM WITHDRAWAL,NETFLIX CPT 439436,-1607.36,2889467.54,entertainment
2024-04-07,ATM WITHDRAWAL,MAKRO STORE 7749496,-475.98,2162713.58,shopping
2024-04-07,POS,MAKRO *5388846,-1149.33,707041.66,shopping
2024-04-07,ONLINE PAYMENT,CITY OF CAPE TOWN *33018,-398.74,2251377.46,utilities
2024-04-07,ATM WITHDRAWAL,AMAZON *972125,-641.12,974642.23,shopping
2024-04-07,DEBIT ORDER,SPAR ONLINE 0620,-360.44,3161519.26,groceries
2024-04-07,DEBIT ORDER,MAKRO ONLINE 32023517,-1538.05,3368686.17,shopping
2024-04-08,ATM WITHDRAWAL,TAKEALOT 27848 ZA,-1092.83,508531.73,shopping
2024-04-08,ONLINE PAYMENT,WOOLWORTHS CPT 9105,-777.49,1211572.61,groceries
2024-04-08,DEBIT ORDER,MCDONALDS STORE 11323500,-97.08,1583523.86,restaurants
2024-04-08,DEBIT ORDER,MTN *784150,-107.56,2999007.77,utilities
2024-04-08,ATM WITHDRAWAL,FREELANCE CLIENT,8490.42,2732181.66,income
2024-04-08,ONLINE PAYMENT,SHELL CPT 8430,-1102.42,3335528.12,transport
2024-04-09,ATM WITHDRAWAL,SPAR STORE 4405798,-257.24,250530.06,groceries
2024-04-09,DEBIT ORDER,BANK INTEREST,14336.54,3373262.0,income
2024-04-09,ONLINE PAYMENT,SPAR STORE 488313,-690.15,3458905.71,groceries
2024-04-09,ONLINE PAYMENT,MAKRO STORE 672019,-395.11,706532.17,shopping
2024-04-09,POS,CHECKERS CPT 4932,-1870.62,1139742.4,groceries
2024-04-09,CARD PURCHASE,SPOTIFY 781330 ZA,-249.47,3430049.34,entertainment
2024-04-10,CARD PURCHASE,BP 9638 ZA,-860.94,2994423.69,transport
2024-04-10,EFT,AMAZON ONLINE 45061842,-1909.82,2705097.96,shopping
2024-04-10,DEBIT ORDER,FREELANCE CLIENT,18973.05,1963117.26,income
2024-04-10,EFT,STEAM *9694,-1236.27,1544908.7,entertainment
2024-04-10,ONLINE PAYMENT,SPOTIFY CPT 455075,-121.98,2712382.23,entertainment
2024-04-10,ATM WITHDRAWAL,FREELANCE CLIENT,22586.66,3356463.92,income
2024-04-11,CARD PURCHASE,MAKRO 3686 ZA,-1564.86,1537020.22,shopping
2024-04-12,POS,UBER 8656 ZA,-1944.0,1928885.79,transport
2024-04-12,POS,NANDOS 47659 ZA,-1046.09,798064.38,restaurants
2024-04-12,ONLINE PAYMENT,DSTV 8733823 ZA,-1011.89,1908304.3,entertainment
2024-04-12,EFT,AMAZON CPT 7361,-1854.59,809166.47,shopping
2024-04-12,POS,MAKRO CPT 8156686,-963.78,2810438.17,shopping
2024-04-12,CARD PURCHASE,UBER ONLINE 34680,-713.3,2011499.32,transport
2024-04-13,DEBIT ORDER,CHECKERS CPT 359715,-423.36,3433080.25,groceries
2024-04-13,CARD PURCHASE,KFC *1845,-899.42,1715466.45,restaurants
2024-04-13,ONLINE PAYMENT,VODACOM STORE 0503125,-603.36,3154914.38,utilities
2024-04-13,POS,SALARY ACME LTD,10928.77,3453687.57,income
2024-04-13,ATM WITHDRAWAL,VODACOM 25786 ZA,-527.43,822295.81,utilities
2024-04-13,DEBIT ORDER,SALARY ACME LTD,17224.59,2268282.48,income
2024-04-13,ONLINE PAYMENT,BP STORE 47452722,-1625.65,1126643.68,transport
2024-04-13,EFT,MTN ONLINE 4755,-377.42,893466.43,utilities
2024-04-13,CARD PURCHASE,GAME 7439 ZA,-1213.18,1160137.95,shopping
2024-04-13,DEBIT ORDER,SPAR *6080436,-1783.24,1158354.71,groceries
2024-04-14,EFT,SHELL STORE 4859374,-598.31,3459595.86,transport
2024-04-14,EFT,MAKRO ONLINE 7281,-1414.86,1841268.42,shopping
2024-04-14,ONLINE PAYMENT,VODACOM STORE 8769864,-1592.78,1948759.85,utilities
2024-04-14,ONLINE PAYMENT,GAME 358061 ZA,-1745.1,1982052.52,shopping
2024-04-15,ATM WITHDRAWAL,UBER ONLINE 45900,-1654.55,1656296.96,transport
2024-04-15,CARD PURCHASE,TELKOM 20561 ZA,-323.74,2754833.21,utilities
2024-04-15,ATM WITHDRAWAL,NANDOS *922474,-950.39,1212482.16,restaurants
2024-04-16,POS,VODACOM CPT 6416,-1429.12,1822986.71,utilities
2024-04-16,CARD PURCHASE,SPAR CPT 03027,-1568.46,755762.97,groceries
2024-04-16,ONLINE PAYMENT,NETFLIX ONLINE 027455,-1563.39,1519669.74,entertainment
2024-04-16,ONLINE PAYMENT,SPAR STORE 3058,-1068.4,3111249.5,groceries
2024-04-16,ONLINE PAYMENT,FREELANCE CLIENT,11223.59,1695388.94,income
2024-04-16,ATM WITHDRAWAL,AMAZON ONLINE 334265,-460.59,2775686.3,shopping
2024-04-17,ATM WITHDRAWAL,MAKRO 04517 ZA,-1865.36,1721426.21,shopping
2024-04-17,CARD PURCHASE,BANK INTEREST,19374.77,2640089.55,income
2024-04-17,ONLINE PAYMENT,KFC CPT 06557,-493.17,1970159.92,restaurants
2024-04-17,EFT,SPOTIFY CPT 76012850,-1149.62,1089931.1,entertainment
2024-04-17,ATM WITHDRAWAL,SALARY ACME LTD,18641.67,2486678.78,income
2024-04-17,CARD PURCHASE,BP CPT 3071,-1935.83,1905847.16,transport
2024-04-17,ONLINE PAYMENT,TELKOM 2688997 ZA,-1595.39,462553.57,utilities
2024-04-18,DEBIT ORDER,WOOLWORTHS *93727778,-996.27,2829703.33,groceries
2024-04-18,POS,MCDONALDS STORE 5471395,-1323.54,2770350.97,restaurants
2024-04-18,EFT,GAME ONLINE 86102121,-1526.1,3123004.68,shopping
2024-04-18,ATM WITHDRAWAL,SPAR *82194,-1340.43,912102.72,groceries
2024-04-18,ONLINE PAYMENT,TAKEALOT STORE 36956856,-1342.59,1513056.15,shopping
2024-04-18,EFT,CITY OF CAPE TOWN STORE 3951877,-1341.29,435263.8,utilities
2024-04-18,EFT,STEERS STORE 144982,-1008.48,8159.8,restaurants
2024-04-19,CARD PURCHASE,STEAM ONLINE 28746539,-1366.42,1461486.49,entertainment
2024-04-19,ONLINE PAYMENT,SALARY ACME LTD,14110.54,2813966.75,income
2024-04-19,CARD PURCHASE,MAKRO STORE 5217811,-158.07,3476998.16,shopping
2024-04-19,DEBIT ORDER,KFC ONLINE 9469,-892.39,2843517.36,restaurants
2024-04-19,EFT,TELKOM STORE 8772,-1434.19,3121362.47,utilities
2024-04-19,CARD PURCHASE,TAKEALOT *8007164,-897.72,2947925.28,shopping
2024-04-20,DEBIT ORDER,STEERS ONLINE 83714657,-955.97,1972564.57,restaurants
2024-04-20,ONLINE PAYMENT,MAKRO STORE 94306,-622.01,1615655.29,shopping
2024-04-20,DEBIT ORDER,FREELANCE CLIENT,27186.71,935828.57,income
2024-04-21,ONLINE PAYMENT,BOLT STORE 27963296,-1210.75,2707007.78,transport
2024-04-21,ATM WITHDRAWAL,CHECKERS ONLINE 4163,-905.81,1951826.42,groceries
2024-04-21,CARD PURCHASE,BP STORE 4158,-1756.68,3430450.91,transport
2024-04-21,ATM WITHDRAWAL,SHELL *1937361,-1821.15,1988699.91,transport
2024-04-21,EFT,BANK INTEREST,17358.04,3135702.57,income
2024-04-21,EFT,MTN ONLINE 2973281,-1060.93,1356436.32,utilities
2024-04-22,DEBIT ORDER,SPOTIFY ONLINE 001897,-505.46,3370478.4,entertainment
2024-04-22,EFT,DSTV *77999,-76.49,3137200.9,entertainment
2024-04-22,DEBIT ORDER,FREELANCE CLIENT,10493.2,2406182.99,income
2024-04-22,ATM WITHDRAWAL,SALARY ACME LTD,18971.6,1644773.52,income
2024-04-23,EFT,CHECKERS *32898819,-268.64,2529848.05,groceries
2024-04-24,POS,SPOTIFY CPT 8875,-571.06,748143.8,entertainment
2024-04-24,ATM WITHDRAWAL,NETFLIX 6590 ZA,-1985.82,2589189.95,entertainment
2024-04-24,DEBIT ORDER,MTN CPT 3943,-1001.55,2320375.76,utilities
2024-04-25,POS,MCDONALDS STORE 9626476,-1261.88,796802.5,restaurants
2024-04-25,ONLINE PAYMENT,BANK INTEREST,14099.33,3380069.96,income
2024-04-25,EFT,BANK INTEREST,23393.14,617019.26,income
2024-04-25,EFT,FREELANCE CLIENT,22615.73,297733.34,income
2024-04-25,ONLINE PAYMENT,NANDOS ONLINE 237669,-1624.9,3445478.6,restaurants
2024-04-26,CARD PURCHASE,SHELL ONLINE 89064,-452.99,2749589.53,transport
2024-04-26,POS,GAME ONLINE 6750950,-1641.0,1916793.72,shopping
2024-04-26,ATM WITHDRAWAL,SALARY ACME LTD,27531.43,2549029.72,income
2024-04-27,CARD PURCHASE,TAKEALOT *026219,-1812.73,31580.26,shopping
2024-04-27,EFT,STEAM ONLINE 17146731,-433.44,805908.74,entertainment
2024-04-27,ONLINE PAYMENT,BANK INTEREST,19192.15,2588177.97,income
2024-04-27,EFT,DSTV *36068109,-1279.61,2396446.43,entertainment
2024-04-27,CARD PURCHASE,NANDOS 682294 ZA,-1947.39,3367257.7,restaurants
2024-04-27,DEBIT ORDER,BANK INTEREST,24735.37,1779332.45,income
2024-04-27,EFT,TELKOM *2997,-700.74,2570359.72,utilities
2024-04-27,ATM WITHDRAWAL,BANK INTEREST,29134.13,3446939.08,income
2024-04-27,EFT,BP *723140,-864.98,1748291.1,transport
2024-04-28,ATM WITHDRAWAL,FREELANCE CLIENT,11075.73,998345.84,income
2024-04-28,POS,AMAZON 9682 ZA,-489.6,3332447.82,shopping
2024-04-28,ATM WITHDRAWAL,VODACOM CPT 6048,-1731.91,2007960.12,utilities
2024-04-28,EFT,VODACOM 3237 ZA,-1738.12,1284749.17,utilities
2024-04-28,DEBIT ORDER,MAKRO STORE 18603,-1026.91,407589.87,shopping
2024-04-28,CARD PURCHASE,BANK INTEREST,19885.82,1695641.91,income
2024-04-28,DEBIT ORDER,SPAR 204577 ZA,-1538.11,1822230.39,groceries
2024-04-28,EFT,SPAR *0044,-246.71,3127475.45,groceries
